,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10
gene_0001,0.7984320153541812,0.0,0.6277402390377177,0.6789549599490196,1.459648489783969,1.5718192407862628,0.8366996380788371,0.8655232916993854,1.2586948771389654,0.5205209272390909
gene_0002,2.0034611251854204,4.211798416863461,1.5751537281089374,1.7036639837222451,3.662614912079348,3.944078749568705,2.099483946174257,2.171809539842945,3.158373169316514,1.306114262097051
gene_0003,5.430000204709455,11.415278279306232,4.269154493970429,4.617457091667673,9.926820876308307,10.68967505699228,5.690251791861118,5.886276552955677,8.560169568725867,3.539974208336357
gene_0004,3.0558366386958067,6.42416653622924,2.402548476446281,2.5985624357962354,5.586508618044604,6.01581942235996,3.2022982050521085,3.3126148946398577,4.817399413516423,1.9921883016671529
gene_0005,1.6720824217914725,3.5151538547146823,1.3146184007670731,1.4218726602731335,3.056807010274483,3.2917158533359467,1.752222769436802,1.812585484888969,2.6359684205917406,1.0900788994852575
gene_0006,1.6291462153497138,3.4248907375300224,1.2808612567938742,1.385361411019062,2.978313453297105,3.2071902404926416,1.7072286964293941,1.7660414009620862,2.5682812762228497,1.0620875444801865
gene_0007,1.5622373935408542,3.2842309232585216,1.228256452642335,1.3284647992125844,2.8559945096319974,3.0754713571374284,1.637113037343604,1.6935103117997325,2.462802300396891,1.0184677480558493
gene_0008,1.2998244276576283,2.7325703492760205,1.02194311003788,1.1053192072083422,2.376265889053986,0.0,1.36212302021072,0.0,2.0491191695851336,0.8473931447153189
gene_0009,42.07635551635906,88.45548602036577,33.08111518794561,35.78006608582404,0.0,82.83288233806424,44.09301074506286,45.61198076842871,66.33162513357581,27.4307933136942
gene_0010,4.744338296417408,9.973837912161223,3.730075947603052,4.034397363938085,8.673332351681799,9.33985871771437,4.971727159231109,5.142999303990955,7.479252076917016,3.0929713760183404
gene_0011,9.071383162015447,19.070416071588348,7.132069011536642,7.713944923308561,16.583792330539133,17.85822001172556,9.506160653096906,9.833640514992497,14.300658409255407,5.913897093340835
gene_0012,1.9971168715722007,4.198461139195113,1.5701657727124947,1.6982690817455761,3.6510167045585296,3.931589245508346,2.0928356222093085,2.164932186273582,3.1483717172596495,1.3019782596448846
gene_0013,2.7874785629046186,5.860007788868847,2.1915609917195638,2.370361357812185,5.095911482011451,5.487520983873805,2.9210781380055515,3.0217070143867493,4.3943440641046125,1.817237909202037
gene_0014,1.5601475680884542,3.2798375644749194,1.2266133978752303,1.3266876944258919,2.8521740083158593,3.071357258763618,1.6349230497603842,1.6912448808427387,0.0,1.01710533039056
